2.80607, 0.6
0.89691, 0.89691
0.6, 0.917514
0.6, 0.3
2.79196, 0.3
0.601753, 2.7955
0.304142, 0.896333
0.310012, 0.600231
2.80627, 0.598242
2.79357, 2.79007
0.601768, 2.80306
0.3, 0.901408
0.3, 0.600255
2.79511, 0.598248
2.78954, 2.78604
0.603286, 2.80577
0.302484, 0.919427
0.320274, 0.62137
2.78451, 0.617749
2.77497, 2.78947
0.605754, 2.81574
0.308257, 0.960056
0.305353, 0.667355
2.78936, 0.660945
2.72746, 2.7829
0.606523, 2.79754
0.306885, 1.0118
0.3, 0.717539
2.79126, 0.71009
2.68647, 2.79037
0.607623, 2.80328
0.314499, 1.05461
0.3, 0.767654
2.81034, 0.758872
2.63308, 2.78501
0.608885, 2.78681
0.302252, 1.11753
0.30289, 0.817826
2.79733, 0.807463
2.58416, 2.78364
0.609192, 2.8054
0.30775, 1.16227
0.322559, 0.867777
2.80072, 0.857201
2.54429, 2.79344
0.60817, 2.80708
0.300038, 1.21994
0.3, 0.917725
2.78924, 0.908444
2.4939, 2.79532
0.607448, 2.81488
0.303708, 1.26618
0.3, 0.967604
2.78217, 0.959351
2.44416, 2.79725
0.607959, 2.81228
0.3, 1.32169
0.3, 1.0177
2.81117, 1.00862
2.39049, 2.79274
0.609018, 2.80628
0.300606, 1.37021
0.306749, 1.06783
2.81375, 1.05726
2.35336, 2.80356
0.609206, 2.79675
0.306875, 1.41419
0.3, 1.11796
2.79854, 1.10704
2.30474, 2.80469
0.608311, 2.79471
0.302074, 1.46893
0.3, 1.16778
2.82072, 1.15815
1.10817, 1.66882
0.607467, 2.76525
0.307204, 1.51367
0.3, 1.21762
1.9119, 1.21223
1.06783, 1.67904
0.60796, 2.79469
0.311766, 1.5594
0.308384, 1.26766
1.88998, 1.26197
1.03424, 1.69529
0.60892, 2.79705
0.301424, 1.62039
0.3, 1.31788
1.86396, 1.31127
1.00058, 1.71116
0.609118, 2.79326
0.3075, 1.66457
0.300192, 1.36792
1.88667, 1.36099
0.979103, 1.73954
0.608406, 2.79742
0.310091, 1.71187
0.30538, 1.41775
1.93012, 1.4115
0.984281, 1.79486
0.607796, 2.79022
0.307723, 1.76419
0.3, 1.46765
2.78287, 1.45918
0.987266, 1.84798
0.608121, 2.79039
0.319214, 1.80294
0.312863, 1.51767
2.39171, 1.51006
1.89688, 2.80059
0.608878, 2.79404
0.302586, 1.87024
0.3, 1.56793
2.39319, 1.55899
1.85041, 2.80279
0.609037, 2.78733
0.3032, 1.91994
0.3, 1.61794
2.36223, 1.60886
1.79913, 2.80137
0.616008, 2.79107
0.306415, 1.95385
0.302882, 1.65307
2.39601, 1.63114
1.77463, 2.79622
0.643954, 2.79145
0.300685, 2.00518
0.3, 1.69014
2.37353, 1.61642
1.79994, 2.79264
0.688419, 2.79619
0.3, 2.06578
0.3, 1.73203
2.36111, 1.5755
1.8665, 2.79138
0.741879, 2.80304
0.301438, 2.13265
0.300442, 1.77604
1.05531, 1.68178
1.9601, 2.7888
0.798104, 2.80757
0.310143, 2.20043
0.306776, 1.821
1.03575, 1.69141
2.09101, 2.79836
0.851166, 2.79591
0.3102, 2.29054
0.306939, 1.86772
1.01099, 1.70419
2.21998, 2.79288
0.90292, 2.7845
0.305608, 2.40342
0.319174, 1.91206
