0.300004 0.3
0.30001 0.3
0.300076 0.320959
0.300208 0.366594
0.300343 0.416597
0.300503 0.466597
0.3007 0.516589
0.300918 0.566589
0.301125 0.616598
0.301303 0.666602
0.301477 0.716598
0.301678 0.766591
0.301901 0.816589
0.302112 0.866596
0.302295 0.916604
0.302465 0.966603
0.302665 1.01659
0.302888 1.06659
0.303101 1.1166
0.303284 1.16661
0.303461 1.21661
0.303662 1.2666
0.303887 1.3166
0.304051 1.34992
0.304617 1.37897
0.30608 1.40833
0.308833 1.43753
0.313043 1.46655
0.318744 1.4953
0.325911 1.52363
0.33471 1.55188
0.34464 1.5793
0.356005 1.60615
0.368809 1.63232
0.383032 1.65771
0.398648 1.68239
0.415799 1.70651
0.434157 1.72973
0.453466 1.75183
0.473837 1.77279
0.495336 1.79268
0.517816 1.81129
0.541264 1.82866
0.565605 1.84475
0.590789 1.85946
0.616735 1.87282
0.643369 1.88478
0.67076 1.89559
0.698525 1.90475
0.726721 1.91246
0.755318 1.91865
0.784373 1.92338
0.81368 1.92665
0.842855 1.92839
0.872116 1.92855
0.901273 1.92711
0.930316 1.92414
0.959158 1.91965
0.98776 1.91379
1.01604 1.90637
1.04388 1.89746
1.07117 1.88701
1.09781 1.87518
1.12414 1.86171
1.1633 1.83755
1.2054 1.8112
1.24707 1.78383
1.28868 1.75608
1.33022 1.72825
1.37174 1.70041
1.41328 1.67256
1.45482 1.64473
1.49636 1.61689
1.53788 1.58904
1.57941 1.56119
1.62094 1.53334
1.66248 1.50551
1.70402 1.47767
1.7317 1.45904
1.75566 1.44228
1.77902 1.42464
1.80147 1.40609
1.82298 1.3864
1.84336 1.36564
1.86265 1.34381
1.88104 1.32074
1.8983 1.29667
1.91411 1.27191
1.92859 1.24645
1.94166 1.22027
1.95347 1.19327
1.96419 1.16511
1.97423 1.13701
1.98409 1.10872
1.99392 1.08039
2.00373 1.05204
2.01354 1.02369
2.02335 0.99534
2.03316 0.966988
2.04295 0.938636
2.05275 0.91028
2.06254 0.881922
2.07234 0.853565
2.08215 0.825211
2.09196 0.79686
2.10177 0.768511
2.11158 0.740162
2.12138 0.711811
2.13117 0.683456
2.14097 0.655099
2.15077 0.626743
2.16057 0.598388
2.17039 0.570036
2.1802 0.541688
2.19001 0.51334
2.19982 0.484991
2.20961 0.456638
2.21941 0.428283
2.2294 0.400468
2.23926 0.372221
2.24916 0.34385
2.25922 0.315422
2.26245 0.305693
2.26311 0.305294
2.26312 0.305348
2.26315 0.305338
2.26326 0.305463
2.26342 0.305593
2.26367 0.30583
2.264 0.306284
2.264 0.306275
2.264 0.306283
2.26433 0.306565
2.26436 0.3066
2.26493 0.307307
2.26505 0.307479
2.26567 0.309354
2.26577 0.309402
2.26577 0.309375
2.26575 0.309364
2.26575 0.309366
2.26574 0.309365
2.26574 0.309363
2.26574 0.309361
2.26573 0.309359
2.26573 0.309357
2.26573 0.309355
2.26573 0.309353
2.26572 0.30935
2.26572 0.309348
2.26572 0.309346
2.26571 0.309343
2.26571 0.309341
2.26571 0.309339
2.26571 0.309337
2.2657 0.309334
2.2657 0.309332
2.2657 0.30933
2.26569 0.309328
2.26569 0.309325
2.26569 0.309323
2.26569 0.309321
2.26568 0.309319
2.26568 0.309316
2.26568 0.309314
2.26567 0.309312
2.26567 0.30931
2.26567 0.309307
2.26566 0.309305
2.26566 0.309303
2.26566 0.309301
2.26566 0.309298
2.26565 0.309296
2.26565 0.309294
2.26565 0.309291
2.26564 0.309289
2.26564 0.309287
2.26564 0.309285
2.26564 0.309282
2.26563 0.30928
2.26563 0.309278
2.26563 0.309276
2.26562 0.309273
2.26562 0.309271
2.26562 0.309269
2.26562 0.309267
2.26561 0.309264
2.26561 0.309262
2.26561 0.30926
2.2656 0.309258
2.2656 0.309255
2.2656 0.309253
2.2656 0.309251
2.26559 0.309249
2.26559 0.309246
2.26559 0.309244
2.26558 0.309242
2.26558 0.309239
2.26558 0.309237
2.26557 0.309235
2.26557 0.309233
2.26557 0.30923
2.26557 0.309228
2.26556 0.309226
2.26556 0.309224
2.26556 0.309221
2.26555 0.309219
2.26555 0.309217
2.26555 0.309215
2.26555 0.309212
2.26554 0.30921
2.26554 0.309208
2.26554 0.309206
2.26553 0.309203
2.26553 0.309201
2.26553 0.309199
2.26553 0.309196
2.26552 0.309194
2.26552 0.309192
2.26552 0.30919
2.26551 0.309187
2.26551 0.309185
2.26551 0.309183
2.2655 0.309181
2.2655 0.309178
2.2655 0.309176
2.2655 0.309174
2.26549 0.309172
2.26549 0.309169
2.26549 0.309167
2.26548 0.309165
2.26548 0.309163
2.26548 0.30916
2.26548 0.309158
2.26547 0.309156
2.26547 0.309154
2.26547 0.309151
2.26546 0.309149
2.26546 0.309147
2.26546 0.309144
2.26546 0.309142
2.26545 0.30914
2.26545 0.309138
2.26545 0.309135
2.26544 0.309133
2.26544 0.309131
2.26544 0.309129
2.26544 0.309126
2.26543 0.309124
2.26543 0.309122
2.26543 0.30912
2.26542 0.309117
2.26542 0.309115
2.26542 0.309113
2.26541 0.309111
2.26541 0.309108
2.26541 0.309106
2.26541 0.309104
2.2654 0.309101
2.2654 0.309099
2.2654 0.309097
2.26539 0.309095
2.26539 0.309092
2.26539 0.30909
2.26539 0.309088
2.26538 0.309086
2.26538 0.309083
2.26538 0.309081
2.26537 0.309079
2.26537 0.309077
2.26537 0.309074
2.26537 0.309072
2.26536 0.30907
2.26536 0.309068
2.26536 0.309065
2.26535 0.309063
2.26535 0.309061
2.26535 0.309058
2.26535 0.309056
2.26534 0.309054
2.26534 0.309052
2.26534 0.309049
2.26533 0.309047
2.26533 0.309045
2.26533 0.309043
2.26532 0.30904
2.26532 0.309038
2.26532 0.309036
2.26532 0.309034
2.26531 0.309031
2.26531 0.309029
2.26531 0.309027
2.2653 0.309025
2.2653 0.309022
2.2653 0.30902
2.2653 0.309018
2.26529 0.309016
2.26529 0.309013
2.26529 0.309011
2.26528 0.309009
2.26528 0.309006
2.26528 0.309004
2.26528 0.309002
2.26527 0.309
2.26527 0.308997
2.26527 0.308995
2.26526 0.308993
2.26526 0.308991
2.26526 0.308988
2.26525 0.308986
2.26525 0.308984
2.26525 0.308982
2.26525 0.308979
2.26524 0.308977
2.26524 0.308975
2.26524 0.308973
2.26523 0.30897
2.26523 0.308968
2.26523 0.308966
2.26523 0.308963
2.26522 0.308961
2.26522 0.308959
2.26522 0.308957
