0.33927,0.59075,1.19088,1.30995,0.272745,89
0.397915,0.598616,1.28449,1.30533,0.376971,90
0.36286,0.598045,1.29162,1.30627,0.407288,91
0.371377,0.575997,1.24518,1.2955,0.422315,92
0.376677,0.58365,1.20386,1.25961,0.430371,93
0.320612,0.546131,1.16634,1.25246,0.44275,94
0.547826,0.542946,1.14863,1.19948,0.420228,95
0.528722,0.544057,1.10791,1.16,0.396678,96
0.525917,0.521977,1.08079,1.13367,0.393806,97
0.50398,0.502949,1.05838,1.10155,0.360715,98
0.505092,0.513704,1.02371,1.09543,2.14739,99
0.495482,0.502944,0.993295,1.03656,2.16993,100
0.453624,0.489789,0.97942,1.00601,2.1668,101
0.470102,0.47853,0.930632,0.982454,2.17477,102
0.456999,0.486051,0.925052,0.926877,2.18938,103
0.456427,0.447697,0.870607,0.90838,2.19086,104
0.41998,0.445901,0.858493,0.8813,2.20788,105
0.410251,0.436826,0.83244,0.854782,2.2238,106
0.401109,0.424503,0.795162,0.825825,2.22426,107
0.393316,0.430824,0.763904,0.781276,2.16838,108
0.392641,0.406479,0.714007,0.743523,2.10985,109
0.381983,0.413322,0.692117,0.73743,1.98876,110
0.377348,0.383914,0.676345,0.695004,1.90452,111
0.356261,0.407182,0.642351,0.671408,1.81853,112
0.363931,0.353764,0.619382,0.651806,1.73488,113
0.333301,0.344141,0.571807,0.604916,1.64957,114
0.323643,0.337256,0.541704,0.561902,1.56568,115
0.323727,0.338972,0.498759,0.526998,1.49086,116
0.323353,0.309452,0.491644,0.504987,1.39846,117
0.280921,0.305215,0.455692,0.490319,1.31772,118
0.286568,0.293945,0.430518,0.449439,1.23595,119
0.271681,0.284231,0.390028,0.408838,1.11015,120
0.269498,0.260839,0.352356,0.36003,1.03482,121
0.25,0.278318,0.337506,0.371527,0.950196,122
0.256704,0.261591,0.332399,0.351785,0.909955,123
0.273252,0.250887,0.334565,0.328705,0.919457,124
0.252887,0.258604,0.328413,0.323463,0.903674,125
0.25,0.258798,0.337676,0.335167,0.879156,126
0.267627,0.255416,0.311378,0.325569,0.89767,127
0.25,0.267701,0.313444,0.326927,0.884054,128
0.25,0.264686,0.330205,0.326256,0.912998,129
0.262831,0.272033,0.307869,0.338804,0.890497,130
0.254751,0.25,0.323842,0.343106,0.887947,131
0.253351,0.264655,0.329505,0.351009,0.882674,132
0.272468,0.25,0.31019,0.340355,0.892068,133
0.25,0.282123,0.32623,0.348749,0.896634,134
0.255609,0.269465,0.331687,0.330148,0.882926,135
0.252949,0.266632,0.327635,0.319903,0.878975,136
0.251801,0.263999,0.307734,0.342203,0.881872,137
0.25,0.25,0.334133,0.341933,0.891152,138
0.25,0.264621,0.325859,0.334793,0.886713,139
0.266332,0.270063,0.338023,0.330701,0.895164,140
0.25,0.254781,0.327802,0.32806,0.90187,141
0.25,0.26686,0.329526,0.343872,0.88582,142
0.251076,0.25,0.306822,0.336532,0.911186,143
0.256789,0.253572,0.330176,0.342357,0.891181,144
